id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status
1351,中房怡芬花园,深圳布吉深惠路与李朗大道交汇处,龙岗,布吉,buji,19906,,,NO_RESULT
1352,佳兆业大都汇,深圳地铁3、5号线交汇处布吉站出入口,龙岗,布吉,buji,19261,,,NO_RESULT
1353,中城康桥紫郡花园,深圳布吉镇深惠公路于宝冠路交汇处,龙岗,布吉,buji,24630,,,NO_RESULT
1354,德兴花园,深圳布吉清水河小关口西环路德兴路口,龙岗,布吉,buji,16157,,,NO_RESULT
1355,信义假日名城三期,深圳布吉荣华路与百鸽路交汇处,龙岗,布吉,buji,26066,,,NO_RESULT
1356,景园,深圳布龙路与景芬路交接处,龙岗,布吉,buji,27455,,,NO_RESULT
1357,左庭右院,深圳布吉李朗路与深惠路交汇处北(桂芳园对面),龙岗,布吉,buji,23446,,,NO_RESULT
1358,佳兆业可园五期,深圳布吉镇布沙路,龙岗,布吉,buji,28551,,,NO_RESULT
1359,佳兆业可园四期,深圳布吉镇布沙路,龙岗,布吉,buji,29361,,,NO_RESULT
1360,佳兆业可园六期,深圳布吉镇布沙路,龙岗,布吉,buji,27376,,,NO_RESULT
1361,康达尔花园,深圳布吉大芬油画村斜对面(桂芳园对面),龙岗,布吉,buji,23959,,,NO_RESULT
1362,中房怡乐花园二期,深圳布吉深惠大道与李朗大道交汇处,龙岗,布吉,buji,25235,,,NO_RESULT
1363,南岭花园,深圳布吉南岭村南岭大道101号,龙岗,布吉,buji,15053,,,NO_RESULT
1364,茵悦之生花园三期,深圳布吉街道三联社区松源路1号,龙岗,布吉,buji,26749,,,NO_RESULT
1365,英郡年华二期,深圳布吉镇深惠路旁,龙岗,布吉,buji,27726,,,NO_RESULT
1366,汇福花园,深圳深惠公路与中翠路交汇处,龙岗,布吉,buji,16536,,,NO_RESULT
1367,星苑,深圳布吉镇南湾街道办樟树布村布沙路(紧邻求水山公园),龙岗,布吉,buji,19180,,,NO_RESULT
1368,万科公园里,深圳樟富北路与布沙路交汇处,龙岗,布吉,buji,27998,,,NO_RESULT
1369,泰雅园,深圳布吉镇深惠路与李朗路交汇处,龙岗,布吉,buji,25165,,,NO_RESULT
1370,吉信大厦,深圳布吉镇吉华路振兴大道15号,龙岗,布吉,buji,15218,,,NO_RESULT
1371,万科金色半山,深圳布吉镇坂雪岗龙颈坳片区,龙岗,布吉,buji,29185,,,NO_RESULT
1372,龙泉别墅,深圳布吉深惠路与李朗路口交接处,龙岗,布吉,buji,26158,,,NO_RESULT
1373,佳兆业可园三期,深圳布吉镇布沙路,龙岗,布吉,buji,30354,,,NO_RESULT
1374,中翠花园,深圳布吉深惠路与中翠路交汇处,龙岗,布吉,buji,25193,,,NO_RESULT
1375,一半山,深圳布吉生态新区求水山公园入口北侧150米,龙岗,布吉,buji,21512,,,NO_RESULT
1376,桂芳园二期,深圳龙岗布吉深惠路与李郎路口交汇处,龙岗,布吉,buji,25748,,,NO_RESULT
1377,半山道1号别墅,深圳红岭北路银湖生态区凤仪山南侧(清平快速北向凤仪山隧道口),龙岗,布吉,buji,84144,,,NO_RESULT
1378,金运家园,深圳布吉新区中心兴路与金运路交汇处,龙岗,布吉,buji,20419,,,NO_RESULT
1379,华浩源绿谷,深圳布吉镇水径村(景芬路与星火路交汇处),龙岗,布吉,buji,20179,,,NO_RESULT
1380,慢城三期,深圳布吉镇石芽岭公园北侧科技园路附近,龙岗,布吉,buji,25918,,,NO_RESULT
1381,美杜兰华庭,深圳吉华路与新布路交汇处,龙岗,布吉,buji,19777,,,NO_RESULT
1382,康达尔花园二期,"深圳布吉大芬村,布吉深惠路大芬油画村斜对面",龙岗,布吉,buji,23385,,,NO_RESULT
1383,慢城二期,深圳布吉生态新区石芽岭北侧,龙岗,布吉,buji,25092,,,NO_RESULT
1384,灏景明苑,深圳布吉镇政府旁,龙岗,布吉,buji,21852,,,NO_RESULT
1385,泰阳金桔苑,深圳布吉布沙路万福佳超市对面,龙岗,布吉,buji,16631,,,NO_RESULT
1386,德兴城,深圳吉华路222号,龙岗,布吉,buji,13910,,,NO_RESULT
1387,信义假日名城六期,深圳百鸽路与湖南路交汇处,龙岗,布吉,buji,26644,,,NO_RESULT
1388,信义假日名城,深圳布吉禾坑路与荣华路交汇处,龙岗,布吉,buji,25888,,,NO_RESULT
1389,阳光翠园,深圳龙山商业街109号,龙岗,布吉,buji,19504,,,NO_RESULT
1390,中海怡翠山庄四期,深圳布龙公路与深惠公路交汇处北侧,龙岗,布吉,buji,25294,,,NO_RESULT
1391,德福花园,深圳布吉西环路136号,龙岗,布吉,buji,16078,,,NO_RESULT
1392,承翰来座山,深圳布吉生态新区(石芽岭北侧),龙岗,布吉,buji,32900,,,NO_RESULT
1393,茵悦之生花园二期,深圳布龙公路东布吉镇松源路1号,龙岗,布吉,buji,23791,,,NO_RESULT
1394,南景豪庭,深圳布吉镇南岭村布沙公路172号,龙岗,布吉,buji,20929,,,NO_RESULT
1395,文雅豪庭,深圳布吉布龙公路与中兴路交汇处,龙岗,布吉,buji,21081,,,NO_RESULT
1396,康达尔花园三期,深圳深惠公路地铁3号线大芬站口,龙岗,布吉,buji,23949,,,NO_RESULT
1397,又一村花园,深圳布吉华龙路与西环路交汇处,龙岗,布吉,buji,16666,,,NO_RESULT
1398,阳光花园五期,深圳布吉镇水径路上水径布李路路口附近,龙岗,布吉,buji,21854,,,NO_RESULT
1399,佳兆业可园二期,深圳布吉镇布沙路,龙岗,布吉,buji,30214,,,NO_RESULT
1400,友联花园,深圳龙岗区布吉镇大芬村,龙岗,布吉,buji,17924,,,NO_RESULT
1401,名城国际广场,深圳龙岗区布吉镇深惠路布吉段375号,龙岗,布吉,buji,15516,,,NO_RESULT
1402,盈翠家园,深圳布吉大芬深惠路沃尔玛旁,龙岗,布吉,buji,20956,,,NO_RESULT
1403,三九万隆苑,深圳布龙路康达尔汽车站旁边,龙岗,布吉,buji,19275,,,NO_RESULT
1404,宝龙大厦,深圳布吉镇吉华路,龙岗,布吉,buji,12556,,,NO_RESULT
1405,和通花园,深圳深惠公路与东大街交汇处,龙岗,布吉,buji,18916,,,NO_RESULT
1406,丽廷豪苑,深圳布吉镇中心龙岭路布吉医院旁,龙岗,布吉,buji,19233,,,NO_RESULT
1407,中房怡乐花园,深圳布吉深惠路与李朗大道交汇处,龙岗,布吉,buji,19821,,,NO_RESULT
1408,南威中心花园,深圳布吉镇布沙路与湖东路交汇处,龙岗,布吉,buji,14488,,,NO_RESULT
1409,鸿景豪苑,深圳布吉镇政府北面,龙岗,布吉,buji,20801,,,NO_RESULT
1410,祥云苑,深圳布吉镇布沙路祥云苑,龙岗,布吉,buji,17252,,,NO_RESULT
1411,龙威豪庭我爱我家,深圳深惠公路与百鸽交汇东北,龙岗,布吉,buji,24752,,,NO_RESULT
1412,慢城,深圳石芽岭公园附近,龙岗,布吉,buji,30473,,,NO_RESULT
1413,信义假日名城四期,深圳布吉罗岗百鸽路新一佳信义店旁,龙岗,布吉,buji,25996,,,NO_RESULT
1414,茂业城花园大厦,深圳深惠路旁布吉大芬油画村对面,龙岗,布吉,buji,15990,,,NO_RESULT
1415,龙岭山庄,深圳龙岭路与石华路交汇处,龙岗,布吉,buji,16297,,,NO_RESULT
1416,布吉中心广场,深圳布吉中心吉华路与莲花路交汇处,龙岗,布吉,buji,14831,,,NO_RESULT
1417,翠枫豪园,深圳布吉镇水径路(大靓村附近),龙岗,布吉,buji,21005,,,NO_RESULT
1418,中海怡翠山庄三期,深圳布龙路上水径对面,龙岗,布吉,buji,23344,,,NO_RESULT
1419,中加名园,深圳布吉镇荣华路,龙岗,布吉,buji,22021,,,NO_RESULT
1420,玉岭花园,深圳南岭村布沙路,龙岗,布吉,buji,4682,,,NO_RESULT
1421,湖光山舍,深圳布吉翠枫豪园公共汽车站总站旁,龙岗,布吉,buji,22566,,,NO_RESULT
1422,布吉中心花园商铺,深圳布吉镇政府东北侧,龙岗,布吉,buji,0,,,NO_RESULT
1423,百合御都,深圳布吉街道办罗岗路口,龙岗,布吉,buji,23614,,,NO_RESULT
1424,加洲花园,深圳布吉镇罗岗路2号,龙岗,布吉,buji,20581,,,NO_RESULT
1425,粤宝花园,深圳布吉镇宝丽路,龙岗,布吉,buji,17344,114.1069741,22.5966926,OK
1426,信和花园,深圳布吉镇大芬村,龙岗,布吉,buji,16717,,,NO_RESULT
1427,怡乐花园,深圳龙岗区李朗大道,龙岗,布吉,buji,20749,,,NO_RESULT
1428,万科璞悦山,深圳南坪快速与坂雪岗大道交汇处,龙岗,布吉,buji,32863,,,NO_RESULT
1429,荔枝花园,深圳布吉深惠路南岭村委后面,龙岗,布吉,buji,6479,,,NO_RESULT
1430,布吉长龙新村,深圳布吉吉华路布吉中学后面,龙岗,布吉,buji,6468,,,NO_RESULT
1431,知春里,深圳布吉大芬村深惠路康达尔花园旁,龙岗,布吉,buji,23846,,,NO_RESULT
1432,阳光花园二期,深圳吉华路水径派出所附近,龙岗,布吉,buji,21110,,,NO_RESULT
1433,大世纪花园三期,深圳布吉中心区布龙路与中兴路交汇处,龙岗,布吉,buji,23375,,,NO_RESULT
1434,丽日翠庭,深圳中心区路与中兴路交汇处,龙岗,布吉,buji,17944,,,NO_RESULT
1435,万隆苑,深圳布吉镇水径村康达尔车站旁,龙岗,布吉,buji,18064,,,NO_RESULT
1436,龙岗大道1号,深圳龙岗大道(原深惠路)木棉湾地铁站B出口出站即到(地铁3号线),龙岗,布吉,buji,30520,,,NO_RESULT
1437,黄金豪庭(布吉),深圳布吉深惠路南岭村委后面,龙岗,布吉,buji,7500,,,NO_RESULT
1438,南洋花园,深圳龙岗区布吉南岭村,龙岗,布吉,buji,6170,,,NO_RESULT
1439,华龙新村,深圳深圳市龙岗区布吉镇吉华路下水径阳光花园及花语岸旁,龙岗,布吉,buji,5062,,,NO_RESULT
1440,景华苑,深圳布吉镇上水径上水花园旁,龙岗,布吉,buji,16884,,,NO_RESULT
1441,万科红·悦,深圳布吉锦龙路与惠康路交汇处(地铁5号线百鸽笼站A出口),龙岗,布吉,buji,30680,,,NO_RESULT
1442,瑞景花园,深圳龙岗区布吉镇大坪路与格塘路交汇处(布吉人民医院后面),龙岗,布吉,buji,9021,,,NO_RESULT
1443,阳光花园四期,深圳布吉吉华路水径派出所,龙岗,布吉,buji,22558,,,NO_RESULT
1444,德福豪苑,"深圳龙岗布吉小关口,德兴路",龙岗,布吉,buji,17447,,,NO_RESULT
1445,布吉新村,深圳布吉镇布吉新村,龙岗,布吉,buji,4478,,,OUT_OF_RANGE
1446,星都豪庭,深圳龙岗区地铁三号线大芬站A出口(大芬沃尔玛旁),龙岗,布吉,buji,15986,,,NO_RESULT
1447,富源居,深圳南岭村东路沙西小学斜对面,龙岗,布吉,buji,5281,,,NO_RESULT
1448,百合星城商铺,深圳百鸽路与深惠公路交汇,龙岗,布吉,buji,0,,,NO_RESULT
1449,倚山别苑,深圳布吉镇长途汽车站旁,龙岗,布吉,buji,20934,,,NO_RESULT
1450,百合银都国际,深圳布吉深惠公路与百鸽路交汇处,龙岗,布吉,buji,22015,,,NO_RESULT
1451,灏景明苑二期,深圳布吉中心区镇政府东侧,龙岗,布吉,buji,21132,,,NO_RESULT
1452,龙园意境天赋,深圳布吉镇布龙路与景芬路交汇处,龙岗,布吉,buji,32913,,,NO_RESULT
1453,满庭芳,深圳龙岗布吉深惠路南城百货旁,龙岗,布吉,buji,18631,,,NO_RESULT
1454,颂雅苑,深圳布吉布沙路172号,龙岗,布吉,buji,13765,,,NO_RESULT
1455,国都花园(龙岗),深圳布吉公园旁宝龙路,龙岗,布吉,buji,13381,,,NO_RESULT
1456,宝丽苑,深圳龙岗区布吉镇宝丽路,龙岗,布吉,buji,13146,114.1073987,22.598431,OK
1457,诚信华庭,深圳布吉镇政府旁,龙岗,布吉,buji,25818,,,NO_RESULT
1458,祺润家园,深圳龙岗区布吉镇科技园路龙园意境及慢城旁边,龙岗,布吉,buji,6568,,,NO_RESULT
1459,万科公园里三期,深圳深圳市龙岗区南湾街道丹坪快速与布沙路交汇处,龙岗,布吉,buji,21709,,,NO_RESULT
1460,佳兆业悦峰,深圳区坂田街道龙颈坳片区布龙路北侧,龙岗,布吉,buji,24132,,,NO_RESULT
1461,凤凰山庄,深圳龙岗布吉西环路,龙岗,布吉,buji,6422,114.1009585,22.6011619,OK
1462,中海怡翠山庄别墅,深圳布龙公路与深惠公路交汇处北,龙岗,布吉,buji,27759,,,NO_RESULT
1463,布吉街民房,深圳布吉街新一佳附近,龙岗,布吉,buji,8551,,,NO_RESULT
1464,长兴楼,深圳龙岗区布吉镇莲花路,龙岗,布吉,buji,13141,,,NO_RESULT
1465,南晶小区,深圳湖东路(布吉求水山公园脚下),龙岗,布吉,buji,5630,,,NO_RESULT
1466,五园季节,深圳布吉镇宝丽路,龙岗,布吉,buji,19937,,,NO_RESULT
1467,百合山庄商铺,深圳布吉镇深惠公路南侧,龙岗,布吉,buji,0,,,NO_RESULT
1468,丹竹头村,深圳龙岗布吉河背路丹竹头村,龙岗,布吉,buji,4007,,,NO_RESULT
1469,吉星花园,深圳布吉街道办深惠路30-40号,龙岗,布吉,buji,13723,,,NO_RESULT
1470,金龙花园,深圳布吉深惠路中兆花园旁,龙岗,布吉,buji,4937,,,NO_RESULT
1471,宝岭花园,深圳布吉深惠路旁,龙岗,布吉,buji,6098,,,NO_RESULT
1472,德福花园商铺,深圳龙岗区布吉西环路,龙岗,布吉,buji,0,,,NO_RESULT
1473,丽湖花园商铺,"深圳布吉镇上水径,布吉镇上水径布龙路边307总站",龙岗,布吉,buji,0,,,NO_RESULT
1474,南岭阳光雅苑,深圳布吉南岭东路沙西小学对面,龙岗,布吉,buji,4632,,,NO_RESULT
1475,南新小区,深圳龙岗布吉镇南岭村布沙公路,龙岗,布吉,buji,5247,,,NO_RESULT
1476,布吉东大街商铺,深圳龙岗区布吉中翠路,龙岗,布吉,buji,0,,,NO_RESULT
1477,大芬油画村,深圳龙岗区布吉沿河路与布沙路的交叉口,龙岗,布吉,buji,8000,,,NO_RESULT
1478,吉信大厦商铺,深圳龙岗布吉吉街吉华路,龙岗,布吉,buji,0,,,NO_RESULT
1479,大卫华庭,深圳深圳市龙岗区布吉镇景芬路与科技园路交汇处,龙岗,布吉,buji,21187,,,NO_RESULT
1480,阳光花园三期,深圳布吉下水径路,龙岗,布吉,buji,21367,,,NO_RESULT
1481,布吉新三村,深圳龙岗布吉街布吉中学后面,龙岗,布吉,buji,9962,,,NO_RESULT
1482,金龙豪庭,深圳龙岗布吉深惠路泰雅园旁,龙岗,布吉,buji,6959,,,NO_RESULT
1483,荔山公馆八号馆,深圳布吉罗岗路与荣华路交汇处,龙岗,布吉,buji,33594,,,NO_RESULT
1484,青青家园,深圳布吉镇华龙路大靓村,龙岗,布吉,buji,8244,,,NO_RESULT
1485,荣超花园商铺,深圳龙岗区布吉荣华路,龙岗,布吉,buji,0,,,NO_RESULT
1486,沙岭小区,"深圳南岭小区旁边,沙湾汽车站对面",龙岗,布吉,buji,5445,,,NO_RESULT
1487,宝丽花园,深圳龙岗区布吉镇宝丽路,龙岗,布吉,buji,11007,,,NO_RESULT
1488,得意居,深圳红岭北路清水河小关口,龙岗,布吉,buji,9268,,,NO_RESULT
1489,海心汇福园,深圳布吉新城吉华路(地铁下水径站A口),龙岗,布吉,buji,18485,,,NO_RESULT
1490,金湖星苑,深圳龙岗上水经布龙路丽湖路口,龙岗,布吉,buji,13908,,,NO_RESULT
1491,下水径村,深圳布吉下水径村,龙岗,布吉,buji,8925,114.1031798,22.6244442,OK
1492,布吉中心广场商铺,深圳布吉中心吉华路,龙岗,布吉,buji,0,,,NO_RESULT
1493,富璟花园,深圳深圳布吉南岭村,龙岗,布吉,buji,6325,,,NO_RESULT
1494,教育新村,深圳龙岗区布吉镇吉政路,龙岗,布吉,buji,6446,,,NO_RESULT
1495,世纪华厦,深圳中兴路(布吉天虹商场对面),龙岗,布吉,buji,23358,,,NO_RESULT
1496,尚水天成,深圳地铁环中线下水径A出口(约300米),龙岗,布吉,buji,47505,,,NO_RESULT
1497,大芬油画苑,深圳龙岗区布吉沿河路与布沙路的交叉口,龙岗,布吉,buji,7671,,,NO_RESULT
1498,黄金花园,深圳龙岗区南湾街道布沙路211号,龙岗,布吉,buji,7215,,,NO_RESULT
1499,莲花山庄,深圳布吉镇莲花路,龙岗,布吉,buji,26205,114.1038986,22.5998746,OK
1500,南岭村,深圳布吉镇布沙路旁,龙岗,布吉,buji,5583,,,NO_RESULT
1501,中加名园二期,深圳龙岗布吉荣华路,龙岗,布吉,buji,21407,,,NO_RESULT
1502,佳兆业可园商铺,深圳布吉布沙路大芬油画村对面,龙岗,布吉,buji,0,,,NO_RESULT
1503,金达豪花园,深圳布澜路上李朗,龙岗,布吉,buji,7791,,,NO_RESULT
1504,万科麓城,深圳布龙路与吉华路交汇处(上水径地铁口),龙岗,布吉,buji,25527,,,NO_RESULT
1505,信义假日名城四期商铺,深圳布吉罗岗百鸽路新一佳信义店旁,龙岗,布吉,buji,0,,,NO_RESULT
1506,布吉钱排村,深圳布吉清水河小关口德兴花园旁,龙岗,布吉,buji,7480,,,NO_RESULT
1507,翠隆花园,深圳布龙路上水径,龙岗,布吉,buji,3790,114.1089805,22.621873,OK
1508,大芬村,深圳龙岗区布吉沿河路与布沙路的交叉口,龙岗,布吉,buji,10234,,,NO_RESULT
1509,东益花园,深圳布吉深惠路桂芳园东大街,龙岗,布吉,buji,4379,,,NO_RESULT
1510,德兴城商铺,深圳布吉吉华路222号,龙岗,布吉,buji,0,,,NO_RESULT
1511,南和花园,深圳布吉南岭派出所对面,龙岗,布吉,buji,13527,,,NO_RESULT
1512,上水花园,深圳龙岗区布吉镇上水径,龙岗,布吉,buji,4216,114.1057285,22.6147653,OK
1513,安鸿峰景苑,深圳南湾街道厦村(丹沙路沙湾派出所旁),龙岗,布吉,buji,18198,,,NO_RESULT
1514,吉大花园,深圳布吉中兴路25号,龙岗,布吉,buji,10314,,,NO_RESULT
1515,茂业城怡德楼,深圳布吉大芬沃尔玛对面茂业城中,龙岗,布吉,buji,12030,,,NO_RESULT
1516,御南苑,深圳南岭村东路沙西小学斜对面,龙岗,布吉,buji,2978,,,NO_RESULT
1517,金沙花园(布吉),深圳布吉西环路70号,龙岗,布吉,buji,6782,,,NO_RESULT
1518,金运家园商铺,深圳布吉新区中心兴路与金运路交汇处,龙岗,布吉,buji,0,,,NO_RESULT
1519,又一村花园商铺,深圳布吉大靓路又一村花园门口,龙岗,布吉,buji,0,,,NO_RESULT
1520,长龙花园(布吉),深圳布吉镇长龙新村,龙岗,布吉,buji,5266,,,NO_RESULT
1521,大靓花园,深圳布吉布吉街道水径路,龙岗,布吉,buji,7042,114.1096298,22.6113088,OK
1522,罗瑞合村,深圳龙岗镇汽车站对面罗瑞合村,龙岗,布吉,buji,5494,,,NO_RESULT
1523,新利苑,深圳龙岗区布龙公路30号,龙岗,布吉,buji,8610,,,NO_RESULT
1524,布吉搪泾新村,深圳布吉布李路58号,龙岗,布吉,buji,5512,,,NO_RESULT
1525,超群大厦,深圳龙岗区布吉深惠路旁,龙岗,布吉,buji,13565,,,NO_RESULT
1526,桂芳园商铺,深圳深圳市龙岗区布吉镇深惠路,龙岗,布吉,buji,0,,,NO_RESULT
1527,惠名豪苑,深圳布吉镇松元头村,龙岗,布吉,buji,5401,,,NO_RESULT
1528,恒通公寓,深圳布吉上水径恒通工业城,龙岗,布吉,buji,7135,,,NO_RESULT
1529,吉祥花园,深圳龙岗区布吉镇雪象村,龙岗,布吉,buji,14304,,,NO_RESULT
1530,满庭芳商铺,深圳龙岗布吉深惠路南城百货旁,龙岗,布吉,buji,0,,,NO_RESULT
1531,万科第五园商铺,深圳龙岗坂田雅园路(万科第五园南),龙岗,布吉,buji,0,,,NO_RESULT
1532,万科红大厦,深圳布吉锦龙路与汇康路交汇处(百鸽笼地铁站A出口约100处),龙岗,布吉,buji,22166,,,NO_RESULT
1533,兴河苑,深圳布吉镇木棉湾,龙岗,布吉,buji,3452,,,NO_RESULT
1534,信义假日名城商铺,深圳百鸽路和荣华路交汇处,龙岗,布吉,buji,0,,,NO_RESULT
1535,大族河山,深圳东湖国际住区樟树布公园北侧,龙岗,布吉,buji,22297,,,NO_RESULT
1536,金沙大厦,深圳布吉西环路东心岭对面,龙岗,布吉,buji,11651,,,NO_RESULT
1537,凯利莱酒店公寓,深圳深圳市龙岗区布吉镇布吉路89-4号,龙岗,布吉,buji,19169,,,NO_RESULT
1538,茂宝大厦,深圳龙岗区布吉深惠路旁186号,龙岗,布吉,buji,14041,,,NO_RESULT
1539,上水径村,深圳布吉上水径吉华路,龙岗,布吉,buji,5721,114.1096298,22.6113088,OK
